nconst	primaryName	birthYear	deathYear
nm0549760	José Marques	\N	\N
nm0549806	Mary Marquet	1895	1979
nm0549891	Eduardo Marquina	1879	1946
nm0549894	Rafael Marquina	\N	\N
nm0549989	Hans Marr	1878	1949
nm0550178	Charles Marriott	1859	1917
nm0550220	Alberto Marro	1878	1956
nm0550555	Gene Marsh	1893	1957
nm0550615	Mae Marsh	1894	1968
nm0550619	Marguerite Marsh	1888	1925
nm0550780	Boyd Marshall	1884	1950
nm0550863	Edward Marshall	1869	1904
nm0551222	Tully Marshall	1864	1943
nm0551347	Rosita Marstini	1887	1948
nm0551361	Lawrence Marston	1857	1939
nm0551364	Mrs. A.C. Marston	\N	\N
nm0551365	Mrs. Lawrence Marston	\N	\N
nm0551375	Theodore Marston	1868	1920
nm0551376	William Moulton Marston	1893	1947
nm0551653	Helen Marten	\N	\N
nm0551792	Jean-François Martial	1891	1977
nm0552056	Charles Martin	\N	\N
nm0552060	Charles Martin	\N	\N
nm0552228	E.A. Martin	1876	1926
nm0552453	James Martin	\N	\N
nm0552758	Mary Martin	\N	\N
nm0552765	Master Martin	\N	\N
nm0553184	Vivian Martin	1893	1987
nm0553290	Mortimer Martine	1866	1934
nm0553320	H.O. Martinek	1876	1935
nm0553321	Ivy Martinek	1880	1949
nm0554499	Juan Martí	\N	\N
nm0554896	Joaquín Martínez Palomo	\N	\N
nm0555522	Arthur Marvin	1859	1911
nm0556015	Miguel Mas	\N	\N
nm0556371	Antonio Masia	\N	\N
nm0556607	Billy Mason	1889	1941
nm0556658	Dan Mason	1853	1929
nm0556696	Eleanor Mason	\N	\N
nm0556709	Frank Mason	\N	\N
nm0556732	Harry Mason	\N	\N
nm0556838	Marie Mason	\N	\N
nm0556953	Shirley Mason	1900	1979
nm0557182	Léontine Massart	1885	1980
nm0557321	Joe Massey	\N	\N
nm0557471	Masso	\N	\N
nm0557517	Tom Masson	1866	1934
nm0557831	Augusto Mastripietri	1846	1930
nm0557997	Emilia de la Mata	\N	\N
nm0558236	Godofredo Mateldi	\N	\N
nm0558410	Mitzi Mathe	\N	\N
nm0558863	Julienne Mathieu	\N	\N
nm0558869	Maurice Mathieu	1906	\N
nm0559305	Ernst Matray	1891	1978
nm0559932	Arthur Matthews	1889	1918
nm0560442	Martha Mattox	1879	1933
nm0560543	Kurt Matull	1872	1930
nm0560570	Kalman Matus	1891	1964
nm0560785	Arthur Maude	1880	1950
nm0560787	Cyril Maude	1862	1951
nm0560942	Ernest Maupain	1869	1944
nm0560943	Guy de Maupassant	1850	1893
nm0561109	Clément Maurice	1853	1933
nm0561126	Mary Maurice	1844	1918
nm0561164	Justus van Maurik	1846	1904
nm0561309	Marion P. Maus	1850	1930
nm0561469	Edward R. Mawson	1862	1917
nm0561489	Édouard de Max	1869	1924
nm0561520	Louella Maxam	1896	1970
nm0561568	Eric Maxim	\N	\N
nm0561572	Hudson Maxim	1853	1927
nm0561587	Max Maximilian	\N	1930
nm0561616	Eric Maxon	1882	1963
nm0561637	Max Maxudian	1881	1976
nm0561905	Cécile May	\N	\N
nm0561945	Eva May	1902	1924
nm0561960	Gordon V. May	\N	\N
nm0562004	Joe May	1880	1954
nm0562039	Lola May	1889	1971
nm0562197	Herschel Mayall	1863	1941
nm0562454	Louis B. Mayer	1884	1957
nm0562805	Eric Mayne	1865	1947
nm0562851	Christine Mayo	1883	1961
nm0562860	Edna Mayo	1895	1970
nm0562866	Frank Mayo	1886	1963
nm0562892	Margaret Mayo	1882	1951
nm0562898	Melvin Mayo	1878	\N
nm0563460	Manlio Mazza	\N	\N
nm0563758	Juan Mañe	\N	\N
nm0563984	Jessie McAllister	1880	1955
nm0563997	Paul McAllister	1875	1955
nm0564447	Harry McCabe	1879	1925
nm0564868	Geraldine McCann	\N	\N
nm0564946	Roy L. McCardell	1870	1961
nm0565187	John P. McCarthy	1884	1962
nm0565192	Joseph P. McCarthy	\N	\N
nm0565560	Winsor McCay	1871	1934
nm0565906	Lawrence McCloskey	1886	1935
nm0566300	Mollie McConnell	1865	1920
nm0566338	Bernard McConville	1887	1961
nm0566387	Mrs. Lewis McCord	\N	1917
nm0566559	Langdon McCormick	1874	1954
nm0566745	Harry McCoy	1889	1937
nm0566789	Minnie McCoy	\N	\N
nm0566933	Roy McCray	1889	1943
nm0567174	Campbell McCullough	1874	1941
nm0567224	Philo McCullough	1893	1981
nm0567245	Bartley McCullum	\N	1916
nm0567346	George Barr McCutcheon	1866	1928
nm0567363	Wallace McCutcheon	1861	1918
nm0567532	Joseph McDermott	1878	1923
nm0567615	J. McDonagh	\N	\N
nm0567756	Francis McDonald	1891	1968
nm0567798	Jack McDonald	1880	1941
nm0568282	Claire McDowell	1877	1966
nm0568292	John McDowell	1878	1954
nm0568566	Elsa McEvoy	\N	\N
nm0568591	Tom McEvoy	1869	1942
nm0568944	Garry McGarry	1889	1927
nm0569109	Morris McGee	\N	\N
nm0569261	Lawrence B. McGill	1867	1928
nm0569466	Frank McGlynn Sr.	1866	1951
nm0569645	J.P. McGowan	1880	1952
nm0569805	Harold McGrath	1871	1932
nm0569886	Thomas McGrath	1857	1937
nm0570252	Major J.A. McGuire	1861	1931
nm0570274	Paddy McGuire	1884	1923
nm0570633	Blanche MacIntosh	1877	1954
nm0570770	John Thomas McIntyre	1871	1951
nm0570931	Beatrice McKay	\N	\N
nm0570970	Fred McKay	\N	\N
nm0571186	Lafe McKee	1872	1959
nm0571205	Raymond McKee	1892	1984
nm0571514	Ella McKenzie	1911	1987
nm0571534	Ida Mae McKenzie	1911	1986
nm0571602	Robert McKenzie	1880	1949
nm0571760	Edwin McKim	1869	1942
nm0571960	Mr. McKinnon	\N	\N
nm0572251	Thomas MacLarnie	1870	1931
nm0572310	Ed McLaughlin	\N	\N
nm0572698	C.M.S. McLellan	1865	1916
nm0572722	Adele McLelland	\N	\N
nm0572964	Gertrude McLynn	\N	\N
nm0573033	John McMahon	\N	\N
nm0573137	George McManus	1884	1954
nm0574421	Bruce McRae	1867	1927
nm0574431	Duncan McRae	1881	1931
nm0574681	John McVeigh	1875	1914
nm0574737	Edward McWade	1865	1943
nm0574739	Margaret McWade	1872	1956
nm0574932	Tommy Mead	\N	\N
nm0576037	George Meehan	1891	1947
nm0576146	Kate Meeks	1838	1925
nm0576245	Christine van Meeteren	1885	1973
nm0576268	Paul Meffert	1880	1965
nm0576762	Thomas Meighan	1879	1936
nm0576791	Julie Meijer	1878	1963
nm0576830	Henri Meilhac	1831	1897
nm0576901	Rudolf Meinert	1882	1943
nm0577476	Georges Melchior	1889	1944
nm0577654	George Melford	1877	1961
nm0577734	Gaston Méliès	1852	1915
nm0578358	Svend Melsing	1888	1946
nm0578428	Harold Meltzer	1888	1974
nm0578469	E. Melville	\N	\N
nm0578476	George D. Melville	1857	1917
nm0578805	Daniel Mendaille	1885	1963
nm0578820	Harriette Mendel	\N	\N
nm0579494	Henri Ménessier	1882	1948
nm0580197	Louis Mercanton	1879	1932
nm0580317	Verna Mersereau	1894	\N
nm0580609	Lois Meredith	1890	1967
nm0580648	Bess Meredyth	1890	1969
nm0580882	Philip Merivale	1886	1946
nm0581004	Iva Merlin	\N	\N
nm0581194	Clarence Merrick	\N	\N
nm0581353	George Merriman	1879	1934
nm0581493	Claire Mersereau	1894	1982
nm0581499	Violet Mersereau	1892	1975
nm0581653	Gaston Mervale	1866	1959
nm0581682	Anne Merwin	1887	1962
nm0581683	Bannister Merwin	1873	1922
nm0581816	Emilio Mesejo	1864	1931
nm0582212	Howard Missimer	1867	1917
nm0582268	Oskar Messter	1866	1943
nm0582340	Señora Mestres	\N	\N
nm0582380	Metas	\N	\N
nm0582440	Arthur Metcalfe	1875	1960
nm0582452	Earl Metcalfe	1889	1928
nm0582539	Alice A. Methley	1871	1934
nm0582571	H.W. Metman	\N	\N
nm0582937	Anni Mewes	1895	1980
nm0583207	Johannes Meyer	1884	1972
nm0583395	Torben Meyer	1884	1975
nm0583645	Ray Myers	1889	1956
nm0584273	Sophus Michaëlis	1865	1932
nm0584955	Beatriz Michelena	1890	1942
nm0584959	Teresa Michelena	1881	1963
nm0585128	Miriam Michelson	1870	1942
nm0585495	Edwin Middleton	1865	1929
nm0585503	George W. Middleton	1833	1916
nm0585544	Mrs. Middleton	1867	1938
nm0585575	Thomas B. Middleton	1875	1945
nm0585596	Frances Midgeley	\N	\N
nm0585605	Fanny Midgley	1879	1932
nm0585785	Hans Mierendorff	1882	1955
nm0586506	Boris Mikhin	1879	1963
nm0586903	Robert Milasch	1885	1954
nm0587097	David Miles	1871	1915
nm0587134	Herbert Miles	\N	\N
nm0587205	Nelson Appleton Miles	1839	1925
nm0587329	Bliss Milford	1886	1970
nm0587366	Darius Milhaud	1892	1974
nm0587610	Ivy Millais	1883	1969
nm0587646	Millar	\N	\N
nm0587754	Harry F. Millarde	1885	1931
nm0587829	Rube Miller	1886	1927
nm0587926	Arthur C. Miller	1895	1970
nm0587929	Ashley Miller	1867	1949
nm0588056	Charles Miller	1857	1936
nm0588295	Elizabeth Miller	\N	\N
nm0588445	Harold Louis Miller	\N	\N
nm0588675	Josephine Miller	1892	1978
nm0589494	Walter Miller	1892	1940
nm0589616	Bertram Millhauser	1892	1958
nm0590205	Thomas R. Mills	1878	1953
nm0590691	Maud Milton	1859	1945
nm0590798	Mimir	\N	\N
nm0591103	Charlotte Mineau	1886	1979
nm0591704	Mary Miles Minter	1902	1984
nm0591917	Luis Mir	\N	\N
nm0592282	Octave Mirbeau	1850	1917
nm0592634	María Miró	\N	\N
nm0592965	Mistinguett	1875	1956
nm0593010	Mime Misu	1888	1953
nm0593146	Belle Mitchell	1889	1979
nm0593180	Bruce Mitchell	1880	1952
nm0593282	Dodson Mitchell	1868	1939
nm0593392	Howard M. Mitchell	1883	1958
nm0593671	Rhea Mitchell	1890	1957
nm0594044	D. Mitsoras	1877	\N
nm0594287	Olive Mix	1887	1972
nm0594291	Tom Mix	1880	1940
nm0594594	Wilson Mizner	1876	1933
nm0595213	Ben Model	1962	\N
nm0595306	Felix Modjeska	1887	1940
nm0595321	Gaston Modot	1887	1970
nm0595713	Victor Mogens	\N	\N
nm0595907	Earl Mohan	1889	1928
nm0596218	Alexander Moissi	1879	1935
nm0596417	Karin Molander	1889	1978
nm0596942	Molière	1622	1673
nm0597067	Constance Mollineaux	1893	1983
nm0597175	Ferenc Molnár	1878	1952
nm0597597	Georges Monca	1867	1939
nm0597995	William V. Mong	1875	1940
nm0598293	G. Monleone	\N	\N
nm0598767	Fred Montague	1864	1919
nm0598769	Gladys Montague	\N	\N
nm0599275	Blanche Montel	1902	1998
nm0599781	Frank Montgomery	1870	1944
nm0599800	James Montgomery	1878	1966
nm0600341	Carlo Montuori	1885	1968
nm0601061	Clement Moore	1779	1863
nm0601190	Eugene Moore	\N	\N
nm0601212	Frank Moore	1880	1924
nm0601303	Jacqueline Moore	\N	\N
nm0601427	Joyce Moore	1894	\N
nm0601534	Lucia Moore	1867	1932
nm0601556	Marcia Moore	1891	1920
nm0601587	Mary Moore	1890	1919
nm0601596	Matt Moore	1888	1960
nm0601698	Owen Moore	1884	1939
nm0601940	Thomas Moore	1779	1852
nm0601962	Tom Moore	1883	1955
nm0602404	Atila Moraes	\N	1948
nm0602663	Juan Morales	\N	\N
nm0602905	Lee Moran	1888	1961
nm0602956	Percy Moran	1886	1958
nm0602959	Polly Moran	1883	1952
nm0603011	Raoul Morand	\N	\N
nm0603050	Edward A. Morange	1865	1955
nm0603064	Francisco Morano	\N	\N
nm0603447	Émile Moreau	1877	1959
nm0603650	Beatrice Moreland	1877	1958
nm0603803	Erna Morena	1885	1962
nm0603875	Antonio Moreno	1887	1967
nm0604384	Harry T. Morey	1873	1936
nm0604546	Charles Morgan	\N	\N
nm0604658	Fred Morgan	1878	1941
nm0604679	George Morgan	1854	1936
nm0604759	Joan Morgan	1905	2004
nm0605017	Samuel Morgan	\N	\N
nm0605660	Louis Morisette	1891	\N
nm0605849	Laurent Morléas	1888	1942
nm0605942	Camille de Morlhon	1869	1952
nm0606264	Louis Morrell	1873	1945
nm0606470	Dave Morris	1884	1955
nm0606530	Flora Morris	1887	1953
nm0606725	Lee Morris	1863	1933
nm0606878	Reggie Morris	1886	1928
nm0606887	Richard Morris	1862	1924
nm0606913	Ruth E. Morris	\N	\N
nm0607008	William Morris	1861	1936
nm0607056	Adrienne Morrison	1883	1940
nm0607074	Arthur Morrison	1877	1950
nm0607104	Chick Morrison	1878	1924
nm0607174	James Morrison	1888	1974
nm0607231	Louis Morrison	1866	1946
nm0607273	Pete Morrison	1890	1973
nm0607490	Elmer Morrow	1887	1975
nm0607500	Honore Morrow	1880	1940
nm0607588	Clara Morse	\N	\N
nm0607864	Edmund Mortimer	1874	1944
nm0607912	Morton	\N	\N
nm0607951	Cyril Morton	\N	\N
nm0608000	James C. Morton	1884	1942
nm0608047	Martha Morton	1865	1925
nm0608051	May Morton	\N	\N
nm0608108	Walter Morton	1875	1926
nm0608551	Alfred Huger Moses Jr.	1874	\N
nm0608870	Charles Mosnier	1865	1924
nm0608971	George Moss	\N	\N
nm0609678	Alfred Moul	1852	1924
nm0609813	Paul Mounet	1847	1922
nm0609814	Jean Mounet-Sully	1841	1916
nm0610505	Dan Moyles	1873	1933
nm0610618	Umberto Mozzato	1879	1947
nm0610620	Ivan Mozzhukhin	1889	1939
nm0611804	Jack Mulhall	1887	1979
nm0611814	Otto Mulhauser	\N	\N
nm0611913	Jode Mullally	1886	1918
nm0612071	Johnnie Mullens	1884	1978
nm0612348	Eugene Mullin	1894	1967
nm0613115	Douglas Munro	1862	1924
nm0613214	L. Munsal	\N	\N
nm0613286	Señora Muntal	\N	\N
nm0613623	Lucien Muratore	1878	1954
nm0613810	Robert Murdock	1893	\N
nm0613966	Magín Murià	\N	\N
nm0614069	A.N. Murphy	\N	\N
nm0614395	John A. Murphy	1861	1947
nm0614398	John Daly Murphy	1873	1934
nm0614879	Charles Murray	1872	1941
nm0615003	J.S. Murray	1862	1939
nm0615139	M. Gray Murray	1871	1937
nm0615150	Margaret Murray	1868	1947
nm0615155	Marie Murray	1882	1967
nm0615670	George Musgrove	1854	1916
nm0615912	Bennet Musson	1866	1946
nm0616322	Carmen Muñoz Gar	\N	\N
nm0616346	Pedro Muñoz Seca	1879	1936
nm0616729	Harry Myers	1882	1938
nm0617242	Gerö Mály	1884	1952
nm0617272	Emilia Márkus	1860	1949
nm0617588	Georges Méliès	1861	1938
nm0617737	Prosper Mérimée	1803	1870
nm0617787	Mévisto	1859	1927
nm0617885	Louis Möller	\N	\N
nm0617963	Frk. Møller	\N	\N
nm0618000	Valdemar Møller	1885	1947
nm0618054	Anna Müller-Lincke	1868	1935
nm0619451	Endre Nagy	1877	1938
nm0620586	Louis Nalpas	\N	\N
nm0620938	Betty Nansen	1873	1943
nm0621051	Stacia Napierkowska	1886	1945
nm0621417	P.W. Nares	1867	1924
nm0621717	Florence Nash	1888	1950
nm0621723	George Nash	1865	1944
nm0621797	Percy Nash	1868	1958
nm0621817	Thomas S. Nash	\N	\N
nm0621891	Flora Nason	1876	\N
nm0622220	George G. Nathan	\N	\N
nm0622273	Francesca Nathansen	1858	1944
nm0622359	Florence Natol	1880	\N
nm0622379	Gull Natorp	1880	1962
nm0622441	J.G. Nattinger	\N	\N
nm0622754	Mary Navarro	1859	1940
nm0622772	René Navarre	1877	1968
nm0623344	Ernesto Nazareth	1863	1934
nm0623532	Frances Ne Moyer	1896	1981
nm0623817	Hazel Neason	1891	1920
nm0623866	Clara Nebelong	1881	1943
nm0624304	M.A. Neff	\N	1915
nm0624311	Pauline Neff	1885	1951
nm0624446	Fernanda Negri Pouget	1889	1955
nm0624470	Pola Negri	1897	1987
nm0624601	Ernst Reicher	1885	1936
nm0624652	Nicolai Neiiendam	1865	1945
nm0624714	Marshall Neilan	1891	1958
nm0624735	James Neill	1860	1931
nm0624752	Richard Neill	1875	1970
nm0624805	Francis Neilson	1867	1961
nm0625328	Doris Nelson	1886	1934
nm0625340	E.M. Nelson	\N	\N
nm0625368	Frances Nelson	1892	1975
nm0625424	Jack Nelson	1882	1948
nm0625453	Jennie Nelson	\N	\N
nm0626131	Alberto Nepoti	1876	1937
nm0626336	Evelyn Nesbit	1884	1967
nm0626370	Miriam Nesbitt	1873	1954
nm0627140	Victor Neumann	1852	1924
nm0627274	Alwin Neuß	1879	1935
nm0627421	Ada Neville	\N	\N
nm0627427	Augustus Neville	1879	1963
nm0627428	Babs Neville	\N	\N
nm0627617	Frank Newburg	1886	1969
nm0627877	Robert Newhard	1884	1945
nm0628190	Maria Newman	1962	\N
nm0628472	Charles Newton	1874	1926
nm0628526	Jack Newton	\N	\N
nm0628557	Marie Newton	1897	\N
nm0628567	Mr. Newton	\N	\N
nm0629243	Fred Niblo	1874	1948
nm0629589	George Nichols	1864	1927
nm0629652	Marguerite Nichols	1892	1941
nm0629681	Norma Nichols	1894	1989
nm0629757	Walter Nichols	\N	\N
nm0629884	Meredith M. Nicholson	1866	1947
nm0629906	R.D. Nicholson	\N	\N
nm0630641	Marie Niedermann	1880	1967
nm0630737	Arnold Richard Nielsen	1877	1951
nm0630818	H.C. Nielsen	1880	1941
nm0630927	Mathilde Nielsen	1858	1945
nm0630993	Søren Nielsen	1853	1922
nm0631025	Agda Nilsson	\N	\N
nm0631438	William Nigh	1881	1955
nm0631776	Linda Niko	1853	1905
nm0632072	Carlotta Nillson	1879	1951
nm0632160	Anna Q. Nilsson	1888	1974
nm0632577	Emilia Nirschy	1889	1976
nm0633215	Charles E. Nixon	1890	1949
nm0633458	Florence Noar	1881	1935
nm0633478	Chr. Nobel	\N	\N
nm0633605	John W. Noble	1880	1946
nm0633690	Dolly Nobles	1861	1930
nm0633693	Milton Nobles	1844	1924
nm0633722	Sara Nobre	1896	1966
nm0633860	Billy Noel	1890	1969
nm0633901	Renee Noel	\N	\N
nm0634170	Paulette Noizeux	1887	1971
nm0634268	Edward Nolan	1888	1943
nm0634472	Alejandro Nolla	1881	1944
nm0634515	H.M.L. Nolte	\N	\N
nm0634629	Lucien Nonguet	1869	1955
nm0634865	Gunnar Norberg	\N	\N
nm0634920	Frank Norcross	1857	1926
nm0635500	Gertrude Norman	1848	1943
nm0635545	Karin Norman	1877	1960
nm0635667	Mabel Normand	1892	1930
nm0635752	Anna Norrie	1860	1957
nm0635805	Frank Norris	1870	1902
nm0635919	William Norris	1870	1929
nm0636076	Wilfrid North	1863	1935
nm0636132	Harry Northrup	1875	1936
nm0636199	Edgar Norton	1868	1953
nm0636281	Richard Norton	\N	\N
nm0636288	Roy Norton	1869	1942
nm0636556	Ronald Notcutt	\N	\N
nm0636620	Constantin Nottara	\N	\N
nm0636857	Jane Novak	1896	1990
nm0637019	Amleto Novelli	1881	1924
nm0637025	Ermete Novelli	1851	1919
nm0637423	Wedgwood Nowell	1878	1957
nm0637507	Wilfred Noy	1883	1948
nm0637902	Gustaf von Numers	1848	1913
nm0638210	Joseph Nurnberger	\N	\N
nm0638929	Antal Nyáray	1868	1920
nm0639435	Barry O'Brien	1893	1961
nm0639566	Geraldine O'Brien	\N	\N
nm0639588	J. O'Brien	\N	\N
nm0639631	John B. O'Brien	1884	1936
nm0639855	Tom O'Brien	1890	1947
nm0640311	Edward O'Connor	1862	1932
nm0640421	Loyola O'Connor	1868	1931
nm0640437	Mary H. O'Connor	1872	1959
nm0640889	M.T. O'Donohue	\N	\N
nm0640901	Fred O'Donovan	1884	1952
nm0641277	John O'Hara	\N	\N
nm0641498	Thomas O'Keefe	\N	\N
nm0641967	Barry O'Neil	1865	1918
nm0642000	Frank O'Neil	1893	1917
nm0642042	Nance O'Neil	1874	1965
nm0642051	Peggy O'Neil	1894	1960
nm0642148	Edward O'Neill	1862	1938
nm0642189	James O'Neill	1847	1920
nm0642190	James O'Neill	1863	1938
nm0642339	William O'Neill	\N	\N
nm0642621	Alfred O'Shea	\N	\N
nm0642649	James O'Shea	1889	\N
nm0642722	Anthony O'Sullivan	1855	1920
nm0642995	Ethelmary Oakland	1909	1999
nm0643025	Laura Oakley	1879	1957
nm0643048	Wheeler Oakman	1890	1949
nm0643138	Max Obal	1881	1949
nm0643200	Adelaide Ober	1842	1922
nm0643206	George Ober	1849	1912
nm0643290	Hans Oberländer	1870	\N
nm0643302	Louise Obermaier	\N	\N
nm0643432	Olga Obolenskaya	1886	1985
nm0643442	Vladimir Obolensky	\N	\N
nm0643535	Herman Obrock Jr.	1891	1939
nm0643921	Tasker L. Oddie	\N	\N
nm0644728	Charles Ogle	1865	1940
nm0645095	Wilgot Ohlsson	1859	\N
nm0645137	Dolly Ohnet	\N	\N
nm0645281	Lola Ojal	\N	\N
nm0646058	Sidney Olcott	1873	1949
nm0646117	Barney Oldfield	1878	1946
nm0646844	Francisco Oliver	\N	\N
nm0646851	Guy Oliver	1878	1932
nm0647274	Luisa Oliván	\N	\N
nm0647682	Jerome J. Olsen	\N	\N
nm0647719	Lauritz Olsen	1872	1955
nm0647763	Ole Olsen	1863	1943
nm0648130	Robert Olsson	1877	1941
nm0648372	Roberto Omegna	1876	1948
nm0648688	Byron Ongley	1876	1915
nm0649155	E. Phillips Oppenheim	1866	1946
nm0649162	James Oppenheim	1882	1932
nm0649211	Frank Opperman	1861	1922
nm0649916	Ressel Orla	1889	1931
nm0649925	Madge Orlamond	1861	1947
nm0650120	Ida Orloff	1889	1945
nm0650263	Eugene Ormonde	\N	1922
nm0650760	Boris Orsky	\N	\N
nm0651029	P. Ortin	\N	\N
nm0651627	Bud Osborne	1884	1964
nm0651654	George Osborne	1848	1916
nm0651664	Jefferson Osborne	1872	1932
nm0651760	William Hamilton Osborne	1873	1942
nm0652054	Frances Osman	\N	\N
nm0652129	V. Osmond	\N	\N
nm0652376	Kathryn Osterman	1883	1956
nm0652392	Peter Ostermayr	1882	1967
nm0652479	Muriel Ostriche	1896	1989
nm0652650	Richard Oswald	1880	1963
nm0652898	Elita Proctor Otis	1851	1927
nm0653028	Fred Ott	1860	1936
nm0653042	John Ott	1850	1931
nm0653149	Emilie Otterdahl	1882	1971
nm0653174	Rasmus Ottesen	1871	1957
nm0653253	Henry Otto	1877	1952
nm0653288	Paul Otto	1878	1943
nm0653536	Ouida	1839	1908
nm0653653	Richard F. Outcault	1863	1928
nm0654262	Seena Owen	1894	1966
nm0654359	Frank Owens	\N	\N
nm0654440	Raymond Owens	\N	\N
nm0654575	John Barton Oxford	1876	1944
nm0655824	Adolfo Padovan	\N	\N
nm0655831	Arturo Padovani	\N	\N
nm0655877	Antonio de Padua	\N	\N
nm0656034	Bartolomeo Pagano	1878	1947
nm0656182	George W. Page	\N	\N
nm0656293	Norma Page	\N	\N
nm0656425	Alfred Paget	1879	1919
nm0656727	Mabel Paige	1880	1954
nm0657268	Miguel de Palacios	1863	1920
nm0657635	William 'Daddy' Paley	1843	1924
nm0657874	Eugene Pallette	1889	1954
nm0658214	Edwin Palmer	1847	1914
nm0658266	Inda Palmer	1853	1923
nm0658775	Amleto Palormi	\N	\N
nm0659563	George Pankey	\N	1942
nm0659564	Emmeline Pankhurst	1858	1928
nm0659947	Paul Panzer	1872	1958
nm0660139	Salvatore Papa	\N	\N
nm0661047	Madeline Pardee	1888	\N
nm0661361	J. Parera	\N	\N
nm0661362	José Parera	\N	\N
nm0661844	Ida May Park	1879	1954
nm0661995	George Parke	\N	\N
nm0662224	Eleanor Parker	\N	\N
nm0662272	Gilbert Parker	1862	1932
nm0662442	Lem B. Parker	1864	1928
nm0662462	Louis N. Parker	1852	1944
nm0662463	Lucy Parker	1863	1947
nm0662900	Al Parks	\N	\N
nm0663095	Phillip Orin Parmelee	1887	1912
nm0663832	Harriet Parsons	1906	1983
nm0663860	Louella Parsons	1881	1972
nm0663923	William Parsons	1878	1919
nm0664196	Lola París	\N	\N
nm0664197	Manuel París	1894	1959
nm0664342	Reinhold Pasch	1883	1965
nm0664700	Ernesto Maria Pasquali	1883	1919
nm0665163	Giovanni Pastrone	1883	1959
nm0665538	Gwendolyn Pates	1891	1970
nm0665572	Charles Pathé	1863	1957
nm0666220	George C. Patterson	\N	\N
nm0666286	Joseph Medill Patterson	1879	1946
nm0666662	George Pattullo	1879	1967
nm0666749	Albert Paul	1856	1928
nm0666835	Fred Paul	1880	1967
nm0666908	Logan Paul	1848	1932
nm0666972	Robert W. Paul	1869	1943
nm0667024	Val Paul	1886	1962
nm0667064	Georges Paulais	1884	1967
nm0667152	Albert Paulig	1873	1933
nm0667247	Henry Paulo	\N	\N
nm0667386	Charles Paulus	\N	\N
nm0668116	George Paxton	1862	1914
nm0668310	Douglas Payne	1875	1965
nm0668519	Gloria Payton	1897	1989
nm0668813	Leslie T. Peacocke	1869	1941
nm0668927	George C. Pearce	1865	1940
nm0669260	George Pearson	1875	1973
nm0669410	Virginia Pearson	1886	1958
nm0669411	W.B. Pearson	1892	1918
nm0669895	Holger Pedersen	1888	1930
nm0670271	Heinrich Peer	1867	1927
nm0670277	Richard Peer	\N	\N
nm0670409	Vester Pegg	1887	1951
nm0670740	Gyula Pekár	1867	1937
nm0671495	Clifford Pembroke	1867	1933
nm0671987	M.O. Penn	1870	\N
nm0672165	D. Pennington	\N	\N
nm0672540	Edward Peple	1867	1924
nm0672885	Lacey Percival	\N	1969
nm0672924	W.S. Percy	1872	1946
nm0673814	George Periolat	1874	1940
nm0674084	Walter Perkins	1857	1925
nm0674185	Charles Perley	1885	1933
nm0674398	Benito Perojo	1894	1974
nm0674400	José Perojo	\N	\N
nm0674518	Charles Perrault	1628	1703
nm0674600	Léonce Perret	1880	1935
nm0675140	Joseph Perry	1863	1943
nm0675226	Mrs. Montayne Perry	\N	\N
nm0675239	Orrie Perry	1888	1950
nm0675241	Pansy Perry	1887	1952
nm0675260	Reg Perry	1890	1981
nm0675388	Guillermo Perrín	1875	1923
nm0675544	Thomas Persons	1880	\N
nm0676473	House Peters	1880	1967
nm0676613	Page Peters	1889	1916
nm0676645	Madison C. Peters	1858	1918
nm0676780	Carl Petersen	1870	1953
nm0676941	Robert Storm Petersen	1882	1949
nm0676978	Zanny Petersen	1892	1976
nm0677062	Cecilie B. Peterson	1891	1989
nm0677134	Elinor O. Peterson	1892	1969
nm0677174	Gus Peterson	1893	1969
nm0677318	Mortimer Peterson	1867	1920
nm0677536	Viktor Petipa	1878	1933
nm0677561	Fernande Petit	\N	\N
nm0677609	Valentine Petit	1873	1951
nm0678232	Olga Petrova	1884	1977
nm0678483	Erik A. Petschler	1881	1945
nm0678891	Leo Peukert	1885	1944
nm0679043	Lawrence Peyton	1895	1918
nm0679086	Angelo Pezzaglia	1851	1915
nm0679170	Gerardo Peña	\N	\N
nm0679453	Greta Pfeil	1879	1967
nm0679609	Bhalachandra D. Phalke	1905	\N
nm0679610	Dhundiraj Govind Phalke	1870	1944
nm0680190	Alfred Phillips	\N	\N
nm0680232	Augustus Phillips	1874	1952
nm0680285	Carmen Phillips	1888	1966
nm0680368	Dorothy Phillips	1882	1980
nm0680383	Edwin R. Phillips	1872	1915
nm0680399	Frank Phillips	\N	\N
nm0680450	Henry Albert Phillips	1880	1951
nm0680684	Norma Phillips	1893	1931
nm0680887	William Phillips	\N	\N
nm0681048	Sally Phipps	1911	1978
nm0681151	Wray Bartlett Physioc	1890	\N
nm0681244	Frederick Piano	\N	\N
nm0681441	Lamberto Picasso	1880	1962
nm0681620	Hermann Picha	1865	1936
nm0681726	Lupu Pick	1886	1931
nm0681794	Sam Pickens	\N	\N
nm0681927	Jack Pickford	1895	1933
nm0681931	Lottie Pickford	1895	1936
nm0681933	Mary Pickford	1892	1979
nm0682075	Charles Felton Pidgin	1844	1923
nm0682560	Francis Pierlot	1875	1955
nm0682784	Leo Pierson	1888	1943
nm0682795	Mrs. E.G. Pierson	\N	\N
